[2023-02-21 00:44:19,902] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-21 00:45:29,879] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-21 02:18:11,543] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-21 02:19:04,008] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-21 03:01:36,083] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-21 03:02:17,851] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-21 03:37:12,766] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-21 03:37:56,822] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-21 04:10:06,009] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-21 04:10:49,620] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-21 04:38:51,507] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-21 04:39:39,488] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-21 05:07:52,589] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-21 05:08:33,842] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-21 05:32:54,429] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-21 05:33:31,961] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-21 06:10:56,755] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-21 06:11:56,564] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-21 06:37:28,164] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-21 06:38:30,342] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-21 07:08:08,713] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-21 07:08:59,396] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-21 07:33:00,746] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-21 07:34:05,679] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-21 08:11:03,694] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-21 08:12:05,724] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-21 08:38:21,458] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-21 08:39:21,671] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-21 09:08:32,273] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-21 09:09:12,663] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-21 09:32:55,519] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-21 09:33:35,283] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-21 10:08:54,111] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-21 10:09:32,660] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-21 10:36:52,401] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-21 10:37:52,039] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-21 11:07:13,421] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-21 11:07:54,486] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-21 11:33:06,281] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-21 11:34:07,167] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-21 12:14:55,623] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-21 12:15:53,808] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-21 12:55:12,680] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-21 12:55:59,172] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-21 13:17:49,684] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-21 13:18:38,688] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-21 13:37:10,691] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-21 13:38:00,112] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-21 14:08:16,662] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-21 14:09:05,974] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-21 14:33:43,289] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-21 14:34:51,185] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-21 15:08:51,331] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-21 15:09:35,748] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-21 15:34:59,690] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-21 15:35:49,984] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-21 16:09:48,183] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-21 16:10:59,775] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-21 16:43:25,470] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-21 16:44:13,021] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-21 17:07:35,513] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-21 17:08:20,198] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-21 17:33:18,119] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-21 17:34:27,455] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-21 18:10:32,270] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-21 18:11:25,858] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-21 18:37:56,132] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-21 18:39:03,705] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-21 19:07:09,185] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-21 19:08:18,888] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-21 19:32:56,991] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-21 19:33:54,264] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-21 20:09:04,163] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-21 20:10:09,410] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-21 20:34:04,457] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-21 20:34:51,389] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-21 21:07:41,136] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-21 21:08:34,003] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-21 21:33:02,702] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
