[2023-02-12 00:44:10,074] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-12 00:44:56,562] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-12 02:17:34,506] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-12 02:18:26,877] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-12 02:58:54,864] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-12 02:59:49,369] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-12 03:17:08,971] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-12 03:17:57,956] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-12 03:35:27,076] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-12 03:36:17,010] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-12 04:09:25,338] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-12 04:10:31,573] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-12 04:37:13,924] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-12 04:37:59,592] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-12 05:08:09,386] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-12 05:08:56,083] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-12 05:32:52,312] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-12 05:33:46,787] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-12 06:09:36,437] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-12 06:10:18,302] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-12 06:36:16,507] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-12 06:37:10,465] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-12 07:07:16,573] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-12 07:08:19,017] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-12 07:32:53,390] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-12 07:33:35,645] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-12 08:09:50,299] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-12 08:10:37,759] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-12 08:36:06,294] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-12 08:36:50,217] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-12 09:07:28,575] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-12 09:08:09,869] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-12 09:32:28,503] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-12 09:33:12,647] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-12 10:07:51,957] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-12 10:08:35,944] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-12 10:34:03,398] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-12 10:34:50,192] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-12 11:06:24,202] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-12 11:07:05,428] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-12 11:32:44,694] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-12 11:33:29,657] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-12 12:13:25,794] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-12 12:14:09,839] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-12 12:51:10,849] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-12 12:52:13,946] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-12 13:13:35,589] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-12 13:14:21,906] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-12 13:33:16,780] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-12 13:34:04,016] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-12 14:07:05,022] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-12 14:08:08,355] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-12 14:32:28,789] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-12 14:33:23,875] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-12 15:07:39,756] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-12 15:08:33,352] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-12 15:32:47,815] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-12 15:33:53,403] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-12 16:09:13,350] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-12 16:09:59,520] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-12 16:41:14,313] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-12 16:42:23,208] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-12 17:06:52,621] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-12 17:07:49,013] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-12 17:32:35,717] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-12 17:33:50,373] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-12 18:09:10,302] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-12 18:10:19,255] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-12 18:35:28,521] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-12 18:36:36,160] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-12 19:06:21,927] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-12 19:07:14,608] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-12 19:32:25,970] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-12 19:33:37,105] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-12 20:08:02,041] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-12 20:08:49,464] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
