[2023-02-06 00:39:02,659] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-06 00:39:54,692] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-06 02:08:42,214] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-06 02:09:54,393] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-06 02:51:03,465] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-06 02:52:16,705] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-06 03:08:40,750] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-06 03:10:02,423] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-06 03:33:27,193] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-06 03:34:42,594] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-06 04:09:50,359] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-06 04:12:25,085] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-06 04:37:12,560] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-06 04:39:47,702] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-06 05:08:10,760] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-06 05:09:29,706] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-06 05:32:35,260] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-06 05:33:29,692] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-06 06:10:49,120] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-06 06:11:46,357] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-06 06:37:55,983] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-06 06:38:42,998] 	ERROR 	143 	scrape.py 	<module>() 	Error occurred while scraping Error: HTTPSConnectionPool(host='rpc.ankr.com', port=443): Read timed out. (read timeout=10)
[2023-02-06 07:08:03,679] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-06 07:09:07,166] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-06 07:32:38,736] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-06 07:35:05,608] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-06 08:11:02,738] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-06 08:11:45,580] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-06 08:37:50,827] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-06 08:38:44,684] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-06 09:08:39,333] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-06 09:09:42,795] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-06 09:32:47,598] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-06 09:33:48,217] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-06 10:08:55,857] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-06 10:09:36,599] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-06 10:36:10,606] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-06 10:37:26,096] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-06 11:07:02,490] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-06 11:08:07,153] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-06 11:32:58,929] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-06 11:34:01,627] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-06 12:15:01,155] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-06 12:17:30,887] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-06 12:59:09,978] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-06 13:01:57,092] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-06 13:28:18,437] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-06 13:30:12,001] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-06 13:42:44,040] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-06 13:43:37,123] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-06 14:07:37,596] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-06 14:08:26,687] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-06 14:32:44,764] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-06 14:34:07,367] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-06 15:08:20,503] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-06 15:09:15,722] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-06 15:33:51,256] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-06 15:36:02,317] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-06 16:10:22,506] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-06 16:12:29,007] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-06 16:42:38,999] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-06 16:43:42,774] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-06 17:06:12,916] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-06 17:07:07,827] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-06 17:32:30,032] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-06 17:33:53,587] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-06 18:09:58,365] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
