[2023-02-14 00:42:10,262] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-14 00:43:05,434] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-14 02:17:44,061] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-14 02:18:30,614] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-14 03:00:39,357] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-14 03:01:32,177] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-14 03:22:07,389] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-14 03:23:24,383] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-14 03:36:45,502] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-14 03:37:56,268] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-14 04:10:16,457] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-14 04:11:10,984] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-14 04:39:01,162] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-14 04:40:13,606] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-14 05:08:16,840] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-14 05:08:59,386] 	ERROR 	143 	scrape.py 	<module>() 	Error occurred while scraping Error: HTTPSConnectionPool(host='rpc.ankr.com', port=443): Read timed out. (read timeout=10)
[2023-02-14 05:33:07,635] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-14 05:33:57,474] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-14 06:11:21,521] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-14 06:12:27,586] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-14 06:39:03,225] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-14 06:39:57,036] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-14 07:08:33,433] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-14 07:09:14,015] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-14 07:33:03,311] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-14 07:34:03,479] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-14 08:11:21,839] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-14 08:12:07,864] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-14 08:39:23,689] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-14 08:40:06,695] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-14 09:08:54,846] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-14 09:09:35,567] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-14 09:33:28,674] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-14 09:34:08,554] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-14 10:09:33,229] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-14 10:10:18,692] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-14 10:37:14,750] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-14 10:37:56,117] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-14 11:07:25,454] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-14 11:08:25,926] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-14 11:32:56,829] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-14 11:33:41,094] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-14 12:15:11,247] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-14 12:16:12,376] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-14 12:58:10,457] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-14 12:58:58,964] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-14 13:23:43,053] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-14 13:24:29,581] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-14 13:39:29,780] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-14 13:40:17,536] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-14 14:08:02,759] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-14 14:09:22,554] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-14 14:34:13,763] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-14 14:35:20,683] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-14 15:08:35,397] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
