[2023-02-16 00:41:41,169] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-16 00:42:33,472] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-16 02:16:26,321] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-16 02:17:18,983] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-16 02:58:57,230] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-16 03:00:19,638] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-16 03:18:03,864] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-16 03:19:02,427] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-16 03:36:04,592] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-16 03:36:52,548] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-16 04:10:19,609] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-16 04:11:10,953] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-16 04:38:20,653] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-16 04:39:08,833] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-16 05:08:17,710] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-16 05:09:00,036] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-16 05:32:51,819] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-16 05:33:36,377] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-16 06:10:50,259] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-16 06:11:55,078] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-16 06:38:45,480] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-16 06:39:30,845] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-16 07:08:01,384] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-16 07:09:09,543] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-16 07:33:01,600] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-16 07:33:53,583] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-16 08:10:56,274] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-16 08:12:05,509] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-16 08:38:42,591] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-16 08:39:49,877] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-16 09:08:56,768] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-16 09:10:03,169] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-16 09:33:09,284] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-16 09:34:12,514] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-16 10:09:01,645] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-16 10:09:42,314] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-16 10:36:40,651] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-16 10:37:22,470] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
